Return_Threshold,Vol_Multiplier,Profit_Target,Stop_Loss,Hold_Days,Position_Size,Num_Trades,Win_Rate,Expectancy_Pct,Total_PnL_NGN,Profit_Factor
-8%,2.0,10%,7%,25,"₦500,000",834,52.0,-0.795,-3314392.5,0.809
-8%,2.0,10%,7%,25,"₦1,000,000",834,52.0,-0.794,-6622113.01,0.809
-10%,1.5,5%,3%,10,"₦100,000",784,56.2,-1.334,-1046025.39,0.438
-10%,1.5,5%,3%,10,"₦500,000",784,56.2,-1.328,-5205038.97,0.44
-10%,1.5,5%,3%,10,"₦1,000,000",784,56.2,-1.327,-10403805.94,0.44
-10%,1.5,5%,3%,15,"₦100,000",784,58.3,-1.324,-1038044.55,0.449
-10%,1.5,5%,3%,15,"₦500,000",784,58.3,-1.318,-5165134.76,0.451
-10%,1.5,5%,3%,15,"₦1,000,000",784,58.3,-1.317,-10323997.52,0.452
-10%,1.5,5%,3%,20,"₦100,000",784,58.7,-1.331,-1043177.0,0.45
-10%,1.5,5%,3%,20,"₦500,000",784,58.7,-1.324,-5190796.98,0.452
-10%,1.5,5%,3%,20,"₦1,000,000",784,58.7,-1.323,-10375321.96,0.452
-10%,1.5,5%,3%,25,"₦100,000",784,58.7,-1.352,-1060267.52,0.446
-10%,1.5,5%,3%,25,"₦500,000",784,58.7,-1.346,-5276249.6,0.448
-10%,1.5,5%,3%,25,"₦1,000,000",784,58.7,-1.345,-10546227.19,0.448
-10%,1.5,5%,5%,10,"₦100,000",784,59.9,-1.589,-1245853.06,0.41
-10%,1.5,5%,5%,10,"₦500,000",784,59.9,-1.583,-6204177.3,0.412
-10%,1.5,5%,5%,10,"₦1,000,000",784,59.9,-1.582,-12402082.59,0.412
-10%,1.5,5%,5%,15,"₦100,000",784,62.1,-1.632,-1279239.94,0.414
-10%,1.5,5%,5%,15,"₦500,000",784,62.1,-1.625,-6371111.7,0.415
-10%,1.5,5%,5%,15,"₦1,000,000",784,62.1,-1.624,-12735951.4,0.416
-10%,1.5,5%,5%,20,"₦100,000",784,62.9,-1.642,-1287226.92,0.415
-10%,1.5,5%,5%,20,"₦500,000",784,62.9,-1.635,-6411046.62,0.417
-10%,1.5,5%,5%,20,"₦1,000,000",784,62.9,-1.635,-12815821.24,0.417
-10%,1.5,5%,5%,25,"₦100,000",784,63.0,-1.677,-1314436.58,0.411
-10%,1.5,5%,5%,25,"₦500,000",784,63.0,-1.67,-6547094.88,0.413
-10%,1.5,5%,5%,25,"₦1,000,000",784,63.0,-1.669,-13087917.75,0.413
-10%,1.5,5%,7%,10,"₦100,000",784,61.2,-1.874,-1468857.47,0.376
-10%,1.5,5%,7%,10,"₦500,000",784,61.2,-1.867,-7319199.37,0.377
-10%,1.5,5%,7%,10,"₦1,000,000",784,61.2,-1.866,-14632126.74,0.378
-10%,1.5,5%,7%,15,"₦100,000",784,64.2,-1.94,-1520908.39,0.38
-10%,1.5,5%,7%,15,"₦500,000",784,64.2,-1.934,-7579453.93,0.382
-10%,1.5,5%,7%,15,"₦1,000,000",784,64.2,-1.933,-15152635.87,0.382
-10%,1.5,5%,7%,20,"₦100,000",784,64.9,-1.965,-1540296.95,0.38
-10%,1.5,5%,7%,20,"₦500,000",784,64.9,-1.958,-7676396.77,0.382
-10%,1.5,5%,7%,20,"₦1,000,000",784,64.9,-1.957,-15346521.55,0.382
-10%,1.5,5%,7%,25,"₦100,000",784,65.2,-2.057,-1612578.14,0.37
-10%,1.5,5%,7%,25,"₦500,000",784,65.2,-2.05,-8037802.72,0.372
-10%,1.5,5%,7%,25,"₦1,000,000",784,65.2,-2.05,-16069333.44,0.372
-10%,1.5,7%,3%,10,"₦100,000",784,52.4,-0.58,-454328.91,0.772
-10%,1.5,7%,3%,10,"₦500,000",784,52.4,-0.573,-2246556.56,0.774
-10%,1.5,7%,3%,10,"₦1,000,000",784,52.4,-0.572,-4486841.11,0.775
-10%,1.5,7%,3%,15,"₦100,000",784,54.5,-0.554,-434581.54,0.787
-10%,1.5,7%,3%,15,"₦500,000",784,54.5,-0.548,-2147819.7,0.789
-10%,1.5,7%,3%,15,"₦1,000,000",784,54.5,-0.547,-4289367.39,0.789
-10%,1.5,7%,3%,20,"₦100,000",784,55.1,-0.535,-419751.74,0.796
-10%,1.5,7%,3%,20,"₦500,000",784,55.1,-0.529,-2073670.7,0.798
-10%,1.5,7%,3%,20,"₦1,000,000",784,55.1,-0.528,-4141069.4,0.798
-10%,1.5,7%,3%,25,"₦100,000",784,55.0,-0.562,-440470.19,0.788
-10%,1.5,7%,3%,25,"₦500,000",784,55.0,-0.555,-2177262.93,0.791
-10%,1.5,7%,3%,25,"₦1,000,000",784,55.0,-0.555,-4348253.86,0.791
-10%,1.5,7%,5%,10,"₦100,000",784,55.7,-0.837,-655919.35,0.713
-10%,1.5,7%,5%,10,"₦500,000",784,55.7,-0.83,-3254508.74,0.715
-10%,1.5,7%,5%,10,"₦1,000,000",784,55.7,-0.829,-6502745.48,0.715
-10%,1.5,7%,5%,15,"₦100,000",784,58.3,-0.84,-658499.98,0.722
-10%,1.5,7%,5%,15,"₦500,000",784,58.3,-0.834,-3267411.9,0.724
-10%,1.5,7%,5%,15,"₦1,000,000",784,58.3,-0.833,-6528551.81,0.724
-10%,1.5,7%,5%,20,"₦100,000",784,59.6,-0.802,-628404.67,0.737
-10%,1.5,7%,5%,20,"₦500,000",784,59.6,-0.795,-3116935.34,0.739
-10%,1.5,7%,5%,20,"₦1,000,000",784,59.6,-0.794,-6227598.68,0.739
-10%,1.5,7%,5%,25,"₦100,000",784,59.6,-0.839,-657901.45,0.73
-10%,1.5,7%,5%,25,"₦500,000",784,59.6,-0.833,-3264419.24,0.732
-10%,1.5,7%,5%,25,"₦1,000,000",784,59.6,-0.832,-6522566.47,0.732
-10%,1.5,7%,7%,10,"₦100,000",784,57.3,-1.084,-850031.97,0.663
-10%,1.5,7%,7%,10,"₦500,000",784,57.3,-1.078,-4225071.83,0.664
-10%,1.5,7%,7%,10,"₦1,000,000",784,57.3,-1.077,-8443871.66,0.664
-10%,1.5,7%,7%,15,"₦100,000",784,60.7,-1.107,-868209.11,0.672
-10%,1.5,7%,7%,15,"₦500,000",784,60.7,-1.101,-4315957.53,0.674
-10%,1.5,7%,7%,15,"₦1,000,000",784,60.7,-1.1,-8625643.06,0.674
-10%,1.5,7%,7%,20,"₦100,000",784,61.7,-1.101,-862821.03,0.679
-10%,1.5,7%,7%,20,"₦500,000",784,61.7,-1.094,-4289017.13,0.681
-10%,1.5,7%,7%,20,"₦1,000,000",784,61.7,-1.093,-8571762.26,0.681
-10%,1.5,7%,7%,25,"₦100,000",784,61.7,-1.2,-940797.28,0.662
-10%,1.5,7%,7%,25,"₦500,000",784,61.7,-1.194,-4678898.42,0.663
-10%,1.5,7%,7%,25,"₦1,000,000",784,61.7,-1.193,-9351524.85,0.663
-10%,1.5,10%,3%,10,"₦100,000",784,46.2,0.038,30108.02,1.014
-10%,1.5,10%,3%,10,"₦500,000",784,46.2,0.045,175628.1,1.016
-10%,1.5,10%,3%,10,"₦1,000,000",784,46.2,0.046,357528.19,1.016
-10%,1.5,10%,3%,15,"₦100,000",784,47.4,0.097,75763.29,1.033
-10%,1.5,10%,3%,15,"₦500,000",784,47.4,0.103,403904.44,1.035
-10%,1.5,10%,3%,15,"₦1,000,000",784,47.4,0.104,814080.89,1.035
-10%,1.5,10%,3%,20,"₦100,000",784,48.2,0.111,87323.49,1.037
-10%,1.5,10%,3%,20,"₦500,000",784,48.2,0.118,461705.46,1.039
-10%,1.5,10%,3%,20,"₦1,000,000",784,48.2,0.119,929682.92,1.04
-10%,1.5,10%,3%,25,"₦100,000",784,47.2,0.043,33795.81,1.014
-10%,1.5,10%,3%,25,"₦500,000",784,47.2,0.05,194067.03,1.016
-10%,1.5,10%,3%,25,"₦1,000,000",784,47.2,0.05,394406.05,1.016
-10%,1.5,10%,5%,10,"₦100,000",784,50.0,-0.182,-142318.47,0.944
-10%,1.5,10%,5%,10,"₦500,000",784,50.0,-0.175,-686504.33,0.946
-10%,1.5,10%,5%,10,"₦1,000,000",784,50.0,-0.174,-1366736.67,0.946
-10%,1.5,10%,5%,15,"₦100,000",784,51.3,-0.151,-118693.53,0.956
-10%,1.5,10%,5%,15,"₦500,000",784,51.3,-0.145,-568379.64,0.958
-10%,1.5,10%,5%,15,"₦1,000,000",784,51.3,-0.144,-1130487.27,0.958
-10%,1.5,10%,5%,20,"₦100,000",784,52.8,-0.119,-93530.71,0.966
-10%,1.5,10%,5%,20,"₦500,000",784,52.8,-0.113,-442565.57,0.968
-10%,1.5,10%,5%,20,"₦1,000,000",784,52.8,-0.112,-878859.15,0.968
-10%,1.5,10%,5%,25,"₦100,000",784,51.4,-0.255,-199838.27,0.93
-10%,1.5,10%,5%,25,"₦500,000",784,51.4,-0.248,-974103.35,0.932
-10%,1.5,10%,5%,25,"₦1,000,000",784,51.4,-0.248,-1941934.7,0.932
-10%,1.5,10%,7%,10,"₦100,000",784,51.7,-0.426,-334285.86,0.88
-10%,1.5,10%,7%,10,"₦500,000",784,51.7,-0.42,-1646341.32,0.882
-10%,1.5,10%,7%,10,"₦1,000,000",784,51.7,-0.419,-3286410.63,0.882
-10%,1.5,10%,7%,15,"₦100,000",784,53.8,-0.394,-308673.3,0.897
-10%,1.5,10%,7%,15,"₦500,000",784,53.8,-0.387,-1518278.49,0.898
-10%,1.5,10%,7%,15,"₦1,000,000",784,53.8,-0.387,-3030284.97,0.898
-10%,1.5,10%,7%,20,"₦100,000",784,55.2,-0.417,-326608.81,0.894
-10%,1.5,10%,7%,20,"₦500,000",784,55.2,-0.41,-1607956.06,0.896
-10%,1.5,10%,7%,20,"₦1,000,000",784,55.2,-0.409,-3209640.12,0.896
-10%,1.5,10%,7%,25,"₦100,000",784,54.0,-0.598,-468694.91,0.855
-10%,1.5,10%,7%,25,"₦500,000",784,54.0,-0.591,-2318386.56,0.857
-10%,1.5,10%,7%,25,"₦1,000,000",784,54.0,-0.591,-4630501.13,0.857
-10%,2.0,5%,3%,10,"₦100,000",515,55.0,-1.435,-738792.06,0.415
-10%,2.0,5%,3%,10,"₦500,000",515,55.0,-1.428,-3677480.29,0.417
-10%,2.0,5%,3%,10,"₦1,000,000",515,55.0,-1.427,-7350840.59,0.417
-10%,2.0,5%,3%,15,"₦100,000",515,56.7,-1.426,-734375.81,0.425
-10%,2.0,5%,3%,15,"₦500,000",515,56.7,-1.42,-3655399.06,0.427
-10%,2.0,5%,3%,15,"₦1,000,000",515,56.7,-1.419,-7306678.12,0.427
-10%,2.0,5%,3%,20,"₦100,000",515,57.1,-1.438,-740716.08,0.424
-10%,2.0,5%,3%,20,"₦500,000",515,57.1,-1.432,-3687100.4,0.426
-10%,2.0,5%,3%,20,"₦1,000,000",515,57.1,-1.431,-7370080.8,0.427
-10%,2.0,5%,3%,25,"₦100,000",515,57.1,-1.46,-751782.22,0.421
-10%,2.0,5%,3%,25,"₦500,000",515,57.1,-1.453,-3742431.11,0.423
-10%,2.0,5%,3%,25,"₦1,000,000",515,57.1,-1.453,-7480742.23,0.423
-10%,2.0,5%,5%,10,"₦100,000",515,58.1,-1.742,-897306.31,0.381
-10%,2.0,5%,5%,10,"₦500,000",515,58.1,-1.736,-4470051.53,0.383
-10%,2.0,5%,5%,10,"₦1,000,000",515,58.1,-1.735,-8935983.05,0.383
-10%,2.0,5%,5%,15,"₦100,000",515,60.2,-1.777,-914995.08,0.386
-10%,2.0,5%,5%,15,"₦500,000",515,60.2,-1.77,-4558495.38,0.388
-10%,2.0,5%,5%,15,"₦1,000,000",515,60.2,-1.769,-9112870.77,0.388
-10%,2.0,5%,5%,20,"₦100,000",515,61.2,-1.774,-913691.08,0.39
-10%,2.0,5%,5%,20,"₦500,000",515,61.2,-1.768,-4551975.4,0.392
-10%,2.0,5%,5%,20,"₦1,000,000",515,61.2,-1.767,-9099830.79,0.392
-10%,2.0,5%,5%,25,"₦100,000",515,61.4,-1.804,-928976.85,0.387
-10%,2.0,5%,5%,25,"₦500,000",515,61.4,-1.797,-4628404.25,0.389
-10%,2.0,5%,5%,25,"₦1,000,000",515,61.4,-1.797,-9252688.5,0.389
-10%,2.0,5%,7%,10,"₦100,000",515,59.6,-2.009,-1034847.52,0.354
-10%,2.0,5%,7%,10,"₦500,000",515,59.6,-2.003,-5157757.61,0.356
-10%,2.0,5%,7%,10,"₦1,000,000",515,59.6,-2.002,-10311395.22,0.356
-10%,2.0,5%,7%,15,"₦100,000",515,62.3,-2.064,-1063149.77,0.359
-10%,2.0,5%,7%,15,"₦500,000",515,62.3,-2.058,-5299268.87,0.361
-10%,2.0,5%,7%,15,"₦1,000,000",515,62.3,-2.057,-10594417.74,0.361
-10%,2.0,5%,7%,20,"₦100,000",515,63.3,-2.104,-1083410.04,0.358
-10%,2.0,5%,7%,20,"₦500,000",515,63.3,-2.097,-5400570.22,0.36
-10%,2.0,5%,7%,20,"₦1,000,000",515,63.3,-2.097,-10797020.44,0.36
-10%,2.0,5%,7%,25,"₦100,000",515,63.7,-2.181,-1123231.4,0.352
-10%,2.0,5%,7%,25,"₦500,000",515,63.7,-2.175,-5599677.02,0.353
-10%,2.0,5%,7%,25,"₦1,000,000",515,63.7,-2.174,-11195234.03,0.353
-10%,2.0,7%,3%,10,"₦100,000",515,51.7,-0.658,-338720.4,0.748
-10%,2.0,7%,3%,10,"₦500,000",515,51.7,-0.651,-1677122.02,0.75
-10%,2.0,7%,3%,10,"₦1,000,000",515,51.7,-0.651,-3350124.03,0.75
-10%,2.0,7%,3%,15,"₦100,000",515,53.4,-0.635,-327094.07,0.76
-10%,2.0,7%,3%,15,"₦500,000",515,53.4,-0.629,-1618990.33,0.762
-10%,2.0,7%,3%,15,"₦1,000,000",515,53.4,-0.628,-3233860.66,0.762
-10%,2.0,7%,3%,20,"₦100,000",515,54.0,-0.62,-319049.6,0.767
-10%,2.0,7%,3%,20,"₦500,000",515,54.0,-0.613,-1578767.99,0.77
-10%,2.0,7%,3%,20,"₦1,000,000",515,54.0,-0.612,-3153415.99,0.77
-10%,2.0,7%,3%,25,"₦100,000",515,53.8,-0.653,-336500.89,0.759
-10%,2.0,7%,3%,25,"₦500,000",515,53.8,-0.647,-1666024.45,0.761
-10%,2.0,7%,3%,25,"₦1,000,000",515,53.8,-0.646,-3327928.9,0.761
-10%,2.0,7%,5%,10,"₦100,000",515,54.2,-1.0,-515234.51,0.671
-10%,2.0,7%,5%,10,"₦500,000",515,54.2,-0.994,-2559692.55,0.672
-10%,2.0,7%,5%,10,"₦1,000,000",515,54.2,-0.993,-5115265.09,0.673
-10%,2.0,7%,5%,15,"₦100,000",515,56.7,-0.991,-510603.49,0.682
-10%,2.0,7%,5%,15,"₦500,000",515,56.7,-0.985,-2536537.45,0.684
-10%,2.0,7%,5%,15,"₦1,000,000",515,56.7,-0.984,-5068954.89,0.684
-10%,2.0,7%,5%,20,"₦100,000",515,58.1,-0.932,-480225.6,0.701
-10%,2.0,7%,5%,20,"₦500,000",515,58.1,-0.926,-2384647.99,0.703
-10%,2.0,7%,5%,20,"₦1,000,000",515,58.1,-0.925,-4765175.98,0.703
-10%,2.0,7%,5%,25,"₦100,000",515,58.1,-0.972,-500555.72,0.695
-10%,2.0,7%,5%,25,"₦500,000",515,58.1,-0.966,-2486298.61,0.696
-10%,2.0,7%,5%,25,"₦1,000,000",515,58.1,-0.965,-4968477.22,0.697
-10%,2.0,7%,7%,10,"₦100,000",515,55.9,-1.224,-630432.75,0.632
-10%,2.0,7%,7%,10,"₦500,000",515,55.9,-1.218,-3135683.73,0.633
-10%,2.0,7%,7%,10,"₦1,000,000",515,55.9,-1.217,-6267247.45,0.633
-10%,2.0,7%,7%,15,"₦100,000",515,59.2,-1.235,-636161.11,0.641
-10%,2.0,7%,7%,15,"₦500,000",515,59.2,-1.229,-3164325.57,0.643
-10%,2.0,7%,7%,15,"₦1,000,000",515,59.2,-1.228,-6324531.14,0.643
-10%,2.0,7%,7%,20,"₦100,000",515,60.2,-1.23,-633684.89,0.649
-10%,2.0,7%,7%,20,"₦500,000",515,60.2,-1.224,-3151944.45,0.65
-10%,2.0,7%,7%,20,"₦1,000,000",515,60.2,-1.223,-6299768.89,0.651
-10%,2.0,7%,7%,25,"₦100,000",515,60.4,-1.318,-678752.29,0.635
-10%,2.0,7%,7%,25,"₦500,000",515,60.4,-1.312,-3377281.47,0.637
-10%,2.0,7%,7%,25,"₦1,000,000",515,60.4,-1.311,-6750442.94,0.637
-10%,2.0,10%,3%,10,"₦100,000",515,45.2,-0.058,-29927.92,0.98
-10%,2.0,10%,3%,10,"₦500,000",515,45.2,-0.052,-133159.58,0.982
-10%,2.0,10%,3%,10,"₦1,000,000",515,45.2,-0.051,-262199.17,0.982
-10%,2.0,10%,3%,15,"₦100,000",515,46.8,0.027,13919.0,1.009
-10%,2.0,10%,3%,15,"₦500,000",515,46.8,0.033,86075.01,1.011
-10%,2.0,10%,3%,15,"₦1,000,000",515,46.8,0.034,176270.03,1.011
-10%,2.0,10%,3%,20,"₦100,000",515,47.2,0.019,9873.91,1.006
-10%,2.0,10%,3%,20,"₦500,000",515,47.2,0.026,65849.53,1.008
-10%,2.0,10%,3%,20,"₦1,000,000",515,47.2,0.026,135819.07,1.009
-10%,2.0,10%,3%,25,"₦100,000",515,46.0,-0.077,-39464.69,0.975
-10%,2.0,10%,3%,25,"₦500,000",515,46.0,-0.07,-180843.43,0.977
-10%,2.0,10%,3%,25,"₦1,000,000",515,46.0,-0.069,-357566.86,0.978
-10%,2.0,10%,5%,10,"₦100,000",515,48.3,-0.338,-173974.14,0.899
-10%,2.0,10%,5%,10,"₦500,000",515,48.3,-0.331,-853390.69,0.9
-10%,2.0,10%,5%,10,"₦1,000,000",515,48.3,-0.331,-1702661.38,0.901
-10%,2.0,10%,5%,15,"₦100,000",515,50.5,-0.255,-131370.74,0.927
-10%,2.0,10%,5%,15,"₦500,000",515,50.5,-0.249,-640373.69,0.929
-10%,2.0,10%,5%,15,"₦1,000,000",515,50.5,-0.248,-1276627.38,0.929
-10%,2.0,10%,5%,20,"₦100,000",515,51.7,-0.239,-123241.14,0.933
-10%,2.0,10%,5%,20,"₦500,000",515,51.7,-0.233,-599725.69,0.935
-10%,2.0,10%,5%,20,"₦1,000,000",515,51.7,-0.232,-1195331.38,0.935
-10%,2.0,10%,5%,25,"₦100,000",515,50.1,-0.402,-206894.63,0.891
-10%,2.0,10%,5%,25,"₦500,000",515,50.1,-0.395,-1017993.17,0.893
-10%,2.0,10%,5%,25,"₦1,000,000",515,50.1,-0.395,-2031866.34,0.893
-10%,2.0,10%,7%,10,"₦100,000",515,50.3,-0.542,-279117.39,0.851
-10%,2.0,10%,7%,10,"₦500,000",515,50.3,-0.536,-1379106.93,0.853
-10%,2.0,10%,7%,10,"₦1,000,000",515,50.3,-0.535,-2754093.87,0.853
-10%,2.0,10%,7%,15,"₦100,000",515,53.0,-0.47,-242099.95,0.877
-10%,2.0,10%,7%,15,"₦500,000",515,53.0,-0.464,-1194019.75,0.879
-10%,2.0,10%,7%,15,"₦1,000,000",515,53.0,-0.463,-2383919.49,0.879
-10%,2.0,10%,7%,20,"₦100,000",515,54.2,-0.506,-260735.34,0.873
-10%,2.0,10%,7%,20,"₦500,000",515,54.2,-0.5,-1287196.7,0.875
-10%,2.0,10%,7%,20,"₦1,000,000",515,54.2,-0.499,-2570273.41,0.875
-10%,2.0,10%,7%,25,"₦100,000",515,52.8,-0.723,-372360.01,0.827
-10%,2.0,10%,7%,25,"₦500,000",515,52.8,-0.717,-1845320.07,0.829
-10%,2.0,10%,7%,25,"₦1,000,000",515,52.8,-0.716,-3686520.14,0.829
