Ticker,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Stop_Loss_Price,Profit_Target_Price,Gross_Return,Net_Return,Net_PnL_NGN,Days_Held,Exit_Reason
First HoldCo,2024-05-27,2024-05-29,20.34,22.374,19.7298,22.374,10.0,6.77,6774.5,2,Profit Target
Daarcomm,2024-06-14,2024-07-03,0.52,0.5044,0.5044,0.572,-3.0,-6.01,-6007.75,19,Stop Loss
Daarcomm,2024-06-20,2024-07-03,0.52,0.5044,0.5044,0.572,-3.0,-6.01,-6007.75,13,Stop Loss
First HoldCo,2024-06-25,2024-07-01,19.89,21.879,19.2933,21.879,10.0,6.77,6774.5,6,Profit Target
Daarcomm,2024-07-04,2024-07-09,0.48,0.528,0.4656,0.528,10.0,6.77,6774.5,5,Profit Target
Daarcomm,2024-07-05,2024-07-08,0.44,0.484,0.4268,0.484,10.0,6.77,6774.5,3,Profit Target
Ikeja,2024-07-08,2024-07-11,6.9,6.693,6.693,7.59,-3.0,-6.01,-6007.75,3,Stop Loss
Linkassure,2024-07-19,2024-07-22,0.75,0.7275,0.7275,0.825,-3.0,-6.01,-6007.75,3,Stop Loss
Secure Electronic Tech,2024-07-25,2024-07-26,0.48,0.4656,0.4656,0.528,-3.0,-6.01,-6007.75,1,Stop Loss
Secure Electronic Tech,2024-07-26,2024-07-30,0.46,0.4462,0.4462,0.506,-3.0,-6.01,-6007.75,4,Stop Loss
Secure Electronic Tech,2024-07-29,2024-07-31,0.42,0.4074,0.4074,0.462,-3.0,-6.01,-6007.75,2,Stop Loss
Secure Electronic Tech,2024-07-30,2024-07-31,0.46,0.4462,0.4462,0.506,-3.0,-6.01,-6007.75,1,Stop Loss
Daarcomm,2024-07-31,2024-08-05,0.44,0.4268,0.4268,0.484,-3.0,-6.01,-6007.75,5,Stop Loss
United Capital,2024-07-31,2024-08-05,11.35,12.485,11.0095,12.485,10.0,6.77,6774.5,5,Profit Target
United Capital,2024-08-01,2024-08-02,10.05,11.055,9.7485,11.055,10.0,6.77,6774.5,1,Profit Target
Secure Electronic Tech,2024-08-01,2024-08-02,0.39,0.429,0.3783,0.429,10.0,6.77,6774.5,1,Profit Target
Nigerian Breweries,2024-08-02,2024-08-08,26.0,28.6,25.22,28.6,10.0,6.77,6774.5,6,Profit Target
Daarcomm,2024-08-06,2024-08-23,0.42,0.462,0.4074,0.462,10.0,6.77,6774.5,17,Profit Target
MTN Nigeria,2024-08-06,2024-08-08,178.7,196.57,173.339,196.57,10.0,6.77,6774.5,2,Profit Target
Cutix,2024-08-19,2024-08-21,2.64,2.904,2.5608,2.904,10.0,6.77,6774.5,2,Profit Target
Secure Electronic Tech,2024-08-20,2024-08-23,0.37,0.407,0.3589,0.407,10.0,6.77,6774.5,3,Profit Target
Secure Electronic Tech,2024-08-21,2024-08-23,0.37,0.407,0.3589,0.407,10.0,6.77,6774.5,2,Profit Target
Initiates,2024-09-05,2024-09-13,1.81,1.991,1.7557,1.991,10.0,6.77,6774.5,8,Profit Target
Initiates,2024-09-06,2024-09-13,1.75,1.925,1.6975,1.925,10.0,6.77,6774.5,7,Profit Target
First HoldCo,2024-09-26,2024-09-30,28.84,27.9748,27.9748,31.724,-3.0,-6.01,-6007.75,4,Stop Loss
Abctrans,2024-10-04,2024-10-07,1.12,1.232,1.0864,1.232,10.0,6.77,6774.5,3,Profit Target
McNichols,2024-10-08,2024-10-17,1.33,1.2901,1.2901,1.463,-3.0,-6.01,-6007.75,9,Stop Loss
McNichols,2024-10-09,2024-10-16,1.4,1.358,1.358,1.54,-3.0,-6.01,-6007.75,7,Stop Loss
Daarcomm,2024-10-11,2024-10-14,0.63,0.6111,0.6111,0.693,-3.0,-6.01,-6007.75,3,Stop Loss
Tantalizers,2024-10-14,2024-10-22,0.6,0.582,0.582,0.66,-3.0,-6.01,-6007.75,8,Stop Loss
Tantalizers,2024-11-11,2024-11-13,0.56,0.616,0.5432,0.616,10.0,6.77,6774.5,2,Profit Target
Abctrans,2024-11-15,2024-12-03,1.15,1.1155,1.1155,1.265,-3.0,-6.01,-6007.75,18,Stop Loss
Daarcomm,2024-11-26,2024-11-27,0.56,0.616,0.5432,0.616,10.0,6.77,6774.5,1,Profit Target
Aradel Holdings,2024-12-04,2024-12-13,471.9,519.09,457.743,519.09,10.0,6.77,6774.5,9,Profit Target
Aradel Holdings,2024-12-10,2024-12-13,465.0,511.5,451.05,511.5,10.0,6.77,6774.5,3,Profit Target
Secure Electronic Tech,2024-12-13,2024-12-17,0.57,0.5529,0.5529,0.627,-3.0,-6.01,-6007.75,4,Stop Loss
Secure Electronic Tech,2024-12-16,2024-12-20,0.54,0.594,0.5238,0.594,10.0,6.77,6774.5,4,Profit Target
Dangote Cement,2025-01-16,2025-02-12,387.9,426.69,376.263,426.69,10.0,6.77,6774.5,27,Profit Target
Abctrans,2025-01-17,2025-02-10,1.07,1.177,1.0379,1.177,10.0,6.77,6774.5,24,Profit Target
Dangote Cement,2025-01-17,2025-01-28,400.0,388.0,388.0,440.0,-3.0,-6.01,-6007.75,11,Stop Loss
Dangote Sugar,2025-01-24,2025-02-21,35.0,38.5,33.95,38.5,10.0,6.77,6774.5,28,Profit Target
Neimeth,2025-01-31,2025-02-03,2.84,2.7548,2.7548,3.124,-3.0,-6.01,-6007.75,3,Stop Loss
Secure Electronic Tech,2025-02-03,2025-02-04,0.7,0.679,0.679,0.77,-3.0,-6.01,-6007.75,1,Stop Loss
Daarcomm,2025-02-17,2025-02-19,0.7,0.679,0.679,0.77,-3.0,-6.01,-6007.75,2,Stop Loss
Daarcomm,2025-02-19,2025-02-20,0.69,0.6693,0.6693,0.759,-3.0,-6.01,-6007.75,1,Stop Loss
Daarcomm,2025-02-21,2025-02-24,0.63,0.693,0.6111,0.693,10.0,6.77,6774.5,3,Profit Target
International Breweries,2025-03-04,2025-03-13,5.0,5.5,4.85,5.5,10.0,6.77,6774.5,9,Profit Target
United Capital,2025-03-05,2025-03-10,18.5,20.35,17.945,20.35,10.0,6.77,6774.5,5,Profit Target
International Breweries,2025-03-06,2025-03-13,5.0,5.5,4.85,5.5,10.0,6.77,6774.5,7,Profit Target
United Capital,2025-03-06,2025-03-07,18.0,19.8,17.46,19.8,10.0,6.77,6774.5,1,Profit Target
Wema Bank,2025-03-06,2025-03-18,11.0,10.67,10.67,12.1,-3.0,-6.01,-6007.75,12,Stop Loss
Dangote Sugar,2025-03-07,2025-03-10,36.0,39.6,34.92,39.6,10.0,6.77,6774.5,3,Profit Target
Ikeja,2025-03-13,2025-03-21,10.6,10.282,10.282,11.66,-3.0,-6.01,-6007.75,8,Stop Loss
Neimeth,2025-03-17,2025-03-18,2.49,2.739,2.4153,2.739,10.0,6.77,6774.5,1,Profit Target
Secure Electronic Tech,2025-03-20,2025-03-24,0.58,0.5626,0.5626,0.638,-3.0,-6.01,-6007.75,4,Stop Loss
Secure Electronic Tech,2025-03-25,2025-04-03,0.55,0.5335,0.5335,0.605,-3.0,-6.01,-6007.75,9,Stop Loss
Coronation Insurance,2025-03-26,2025-04-02,2.24,2.1728,2.1728,2.464,-3.0,-6.01,-6007.75,7,Stop Loss
Daarcomm,2025-03-27,2025-04-03,0.58,0.638,0.5626,0.638,10.0,6.77,6774.5,7,Profit Target
Coronation Insurance,2025-04-03,2025-04-07,2.12,2.0564,2.0564,2.332,-3.0,-6.01,-6007.75,4,Stop Loss
United Capital,2025-04-04,2025-04-07,15.2,14.744,14.744,16.72,-3.0,-6.01,-6007.75,3,Stop Loss
United Capital,2025-04-07,2025-04-08,15.2,14.744,14.744,16.72,-3.0,-6.01,-6007.75,1,Stop Loss
Aiico,2025-04-08,2025-04-11,1.4,1.54,1.358,1.54,10.0,6.77,6774.5,3,Profit Target
First HoldCo,2025-04-09,2025-04-15,25.25,24.4925,24.4925,27.775,-3.0,-6.01,-6007.75,6,Stop Loss
Japaul Gold Ventures,2025-04-09,2025-04-10,1.61,1.771,1.5617,1.771,10.0,6.77,6774.5,1,Profit Target
Aiico,2025-04-09,2025-04-11,1.3,1.43,1.261,1.43,10.0,6.77,6774.5,2,Profit Target
United Capital,2025-04-09,2025-04-22,14.5,15.95,14.065,15.95,10.0,6.77,6774.5,13,Profit Target
Chams,2025-04-09,2025-04-11,1.85,2.035,1.7945,2.035,10.0,6.77,6774.5,2,Profit Target
Japaul Gold Ventures,2025-04-10,2025-04-11,1.68,1.848,1.6296,1.848,10.0,6.77,6774.5,1,Profit Target
Daarcomm,2025-04-22,2025-05-02,0.56,0.5432,0.5432,0.616,-3.0,-6.01,-6007.75,10,Stop Loss
Tantalizers,2025-04-24,2025-05-19,2.3,2.53,2.231,2.53,10.0,6.77,6774.5,25,Profit Target
Guaranty Trust Holding,2025-04-24,2025-04-29,61.0,67.1,59.17,67.1,10.0,6.77,6774.5,5,Profit Target
Dangote Sugar,2025-05-05,2025-05-09,35.0,38.5,33.95,38.5,10.0,6.77,6774.5,4,Profit Target
McNichols,2025-05-06,2025-05-13,1.7,1.649,1.649,1.87,-3.0,-6.01,-6007.75,7,Stop Loss
McNichols,2025-05-07,2025-05-13,1.7,1.649,1.649,1.87,-3.0,-6.01,-6007.75,6,Stop Loss
Coronation Insurance,2025-05-08,2025-06-05,1.98,2.16,1.9206,2.178,9.09,5.88,5880.64,28,Time Stop
Abctrans,2025-05-21,2025-05-22,2.4,2.328,2.328,2.64,-3.0,-6.01,-6007.75,1,Stop Loss
Initiates,2025-05-21,2025-06-11,6.1,6.71,5.917,6.71,10.0,6.77,6774.5,21,Profit Target
Abctrans,2025-05-26,2025-05-28,2.49,2.739,2.4153,2.739,10.0,6.77,6774.5,2,Profit Target
First HoldCo,2025-06-18,2025-06-23,25.4,27.94,24.638,27.94,10.0,6.77,6774.5,5,Profit Target
International Breweries,2025-07-18,2025-07-25,13.4,14.74,12.998,14.74,10.0,6.77,6774.5,7,Profit Target
Secure Electronic Tech,2025-07-25,2025-07-28,0.93,0.9021,0.9021,1.023,-3.0,-6.01,-6007.75,3,Stop Loss
Tantalizers,2025-07-28,2025-08-06,2.46,2.706,2.3862,2.706,10.0,6.77,6774.5,9,Profit Target
Secure Electronic Tech,2025-07-30,2025-07-31,0.88,0.8536,0.8536,0.968,-3.0,-6.01,-6007.75,1,Stop Loss
Nahco,2025-08-01,2025-08-05,86.713,95.3843,84.1116,95.3843,10.0,6.77,6774.5,4,Profit Target
Initiates,2025-08-04,2025-08-06,13.75,13.3375,13.3375,15.125,-3.0,-6.01,-6007.75,2,Stop Loss
Nahco,2025-08-04,2025-08-05,86.887,95.5757,84.2804,95.5757,10.0,6.77,6774.5,1,Profit Target
Ikeja,2025-08-05,2025-08-15,20.5,22.55,19.885,22.55,10.0,6.77,6774.5,10,Profit Target
Nigerian Exchange,2025-08-07,2025-08-19,47.25,45.8325,45.8325,51.975,-3.0,-6.01,-6007.75,12,Stop Loss
Initiates,2025-08-07,2025-08-08,13.0,12.61,12.61,14.3,-3.0,-6.01,-6007.75,1,Stop Loss
Initiates,2025-08-21,2025-08-22,13.0,12.61,12.61,14.3,-3.0,-6.01,-6007.75,1,Stop Loss
Coronation Insurance,2025-08-25,2025-08-26,3.21,3.531,3.1137,3.531,10.0,6.77,6774.5,1,Profit Target
Secure Electronic Tech,2025-08-29,2025-09-12,0.9,0.873,0.873,0.99,-3.0,-6.01,-6007.75,14,Stop Loss
Secure Electronic Tech,2025-09-01,2025-09-03,0.86,0.946,0.8342,0.946,10.0,6.77,6774.5,2,Profit Target
Secure Electronic Tech,2025-09-02,2025-09-12,0.89,0.8633,0.8633,0.979,-3.0,-6.01,-6007.75,10,Stop Loss
Cutix,2025-09-02,2025-09-12,3.23,3.553,3.1331,3.553,10.0,6.77,6774.5,10,Profit Target
Lafarge Africa,2025-09-04,2025-09-10,113.0,124.3,109.61,124.3,10.0,6.77,6774.5,6,Profit Target
Daarcomm,2025-09-04,2025-09-09,0.9,0.99,0.873,0.99,10.0,6.77,6774.5,5,Profit Target
Cutix,2025-09-08,2025-09-11,3.22,3.542,3.1234,3.542,10.0,6.77,6774.5,3,Profit Target
Secure Electronic Tech,2025-09-15,2025-09-16,0.86,0.8342,0.8342,0.946,-3.0,-6.01,-6007.75,1,Stop Loss
Secure Electronic Tech,2025-09-16,2025-09-17,0.83,0.8051,0.8051,0.913,-3.0,-6.01,-6007.75,1,Stop Loss
Secure Electronic Tech,2025-09-17,2025-09-19,0.82,0.7954,0.7954,0.902,-3.0,-6.01,-6007.75,2,Stop Loss
UBA,2025-09-23,2025-10-22,43.0,42.8,41.71,47.3,-0.47,-3.52,-3515.33,29,Time Stop
Coronation Insurance,2025-09-23,2025-10-22,3.0,3.09,2.91,3.3,3.0,-0.11,-108.25,29,Time Stop
Wema Bank,2025-09-24,2025-09-26,18.85,18.2845,18.2845,20.735,-3.0,-6.01,-6007.75,2,Stop Loss
Coronation Insurance,2025-09-25,2025-10-14,2.92,3.212,2.8324,3.212,10.0,6.77,6774.5,19,Profit Target
Wema Bank,2025-09-26,2025-09-29,18.7,18.139,18.139,20.57,-3.0,-6.01,-6007.75,3,Stop Loss
Wema Bank,2025-09-29,2025-09-30,18.0,17.46,17.46,19.8,-3.0,-6.01,-6007.75,1,Stop Loss
Wema Bank,2025-09-30,2025-10-02,18.0,17.46,17.46,19.8,-3.0,-6.01,-6007.75,2,Stop Loss
McNichols,2025-10-07,2025-10-28,3.2,3.104,3.104,3.52,-3.0,-6.01,-6007.75,21,Stop Loss
McNichols,2025-10-08,2025-10-28,3.21,3.1137,3.1137,3.531,-3.0,-6.01,-6007.75,20,Stop Loss
Chams,2025-10-15,2025-10-30,4.0,3.88,3.88,4.4,-3.0,-6.01,-6007.75,15,Stop Loss
Ikeja,2025-10-30,2025-11-17,17.35,19.085,16.8295,19.085,10.0,6.77,6774.5,18,Profit Target
Nahco,2025-11-03,2025-11-10,91.875,89.1187,89.1187,101.0625,-3.0,-6.01,-6007.75,7,Stop Loss
Initiates,2025-11-03,2025-11-06,12.5,12.125,12.125,13.75,-3.0,-6.01,-6007.75,3,Stop Loss
Ikeja,2025-11-04,2025-11-17,17.35,19.085,16.8295,19.085,10.0,6.77,6774.5,13,Profit Target
Initiates,2025-11-05,2025-11-06,12.5,12.125,12.125,13.75,-3.0,-6.01,-6007.75,1,Stop Loss
Aiico,2025-11-05,2025-11-10,3.56,3.4532,3.4532,3.916,-3.0,-6.01,-6007.75,5,Stop Loss
McNichols,2025-11-06,2025-11-18,2.85,2.7645,2.7645,3.135,-3.0,-6.01,-6007.75,12,Stop Loss
Initiates,2025-11-10,2025-11-11,10.75,10.4275,10.4275,11.825,-3.0,-6.01,-6007.75,1,Stop Loss
Linkassure,2025-11-11,2025-11-14,1.62,1.782,1.5714,1.782,10.0,6.77,6774.5,3,Profit Target
Nahco,2025-11-11,2025-11-13,83.125,91.4375,80.6312,91.4375,10.0,6.77,6774.5,2,Profit Target
Aiico,2025-11-11,2025-11-20,3.37,3.2689,3.2689,3.707,-3.0,-6.01,-6007.75,9,Stop Loss
Zenith Bank,2025-11-12,2025-12-10,59.4,64.5,57.618,65.34,8.59,5.38,5384.05,28,Time Stop
Linkassure,2025-11-12,2025-11-14,1.6,1.76,1.552,1.76,10.0,6.77,6774.5,2,Profit Target
Initiates,2025-11-12,2025-11-17,10.0,11.0,9.7,11.0,10.0,6.77,6774.5,5,Profit Target
Nigerian Breweries,2025-11-12,2025-12-05,66.0,72.6,64.02,72.6,10.0,6.77,6774.5,23,Profit Target
Nahco,2025-11-12,2025-11-13,77.088,84.7968,74.7754,84.7968,10.0,6.77,6774.5,1,Profit Target
Aiico,2025-11-12,2025-11-13,3.2,3.52,3.104,3.52,10.0,6.77,6774.5,1,Profit Target
Nahco,2025-11-13,2025-11-14,84.787,93.2657,82.2434,93.2657,10.0,6.77,6774.5,1,Profit Target
Initiates,2025-11-13,2025-11-18,10.05,11.055,9.7485,11.055,10.0,6.77,6774.5,5,Profit Target
Abctrans,2025-11-20,2025-12-05,3.44,3.3368,3.3368,3.784,-3.0,-6.01,-6007.75,15,Stop Loss
Abctrans,2025-11-21,2025-12-05,3.44,3.3368,3.3368,3.784,-3.0,-6.01,-6007.75,14,Stop Loss
Linkassure,2025-11-24,2025-11-27,1.68,1.848,1.6296,1.848,10.0,6.77,6774.5,3,Profit Target
Coronation Insurance,2025-11-24,2025-11-25,2.59,2.5123,2.5123,2.849,-3.0,-6.01,-6007.75,1,Stop Loss
Tantalizers,2025-11-27,2025-12-19,2.3,2.53,2.231,2.53,10.0,6.77,6774.5,22,Profit Target
International Breweries,2025-12-02,2025-12-08,10.35,11.385,10.0395,11.385,10.0,6.77,6774.5,6,Profit Target
Linkassure,2025-12-17,2025-12-22,1.65,1.6005,1.6005,1.815,-3.0,-6.01,-6007.75,5,Stop Loss
Ikeja,2026-01-14,2026-01-15,38.95,37.7815,37.7815,42.845,-3.0,-6.01,-6007.75,1,Stop Loss
Ikeja,2026-01-15,2026-01-16,38.7,37.539,37.539,42.57,-3.0,-6.01,-6007.75,1,Stop Loss
Ikeja,2026-01-16,2026-01-19,35.05,33.9985,33.9985,38.555,-3.0,-6.01,-6007.75,3,Stop Loss
Coronation Insurance,2026-01-16,2026-02-13,3.38,3.28,3.2786,3.718,-2.96,-5.97,-5967.02,28,Time Stop
Secure Electronic Tech,2026-01-26,2026-01-30,0.97,1.067,0.9409,1.067,10.0,6.77,6774.5,4,Profit Target
Neimeth,2026-01-29,2026-01-30,9.68,9.3896,9.3896,10.648,-3.0,-6.01,-6007.75,1,Stop Loss
Neimeth,2026-01-30,2026-02-05,9.86,10.846,9.5642,10.846,10.0,6.77,6774.5,6,Profit Target
First HoldCo,2026-02-03,2026-02-04,41.05,45.155,39.8185,45.155,10.0,6.77,6774.5,1,Profit Target
Chams,2026-02-04,2026-02-18,4.37,4.2389,4.2389,4.807,-3.0,-6.01,-6007.75,14,Stop Loss
Chams,2026-02-19,2026-03-04,4.2,4.074,4.074,4.62,-3.0,-6.01,-6007.75,13,Stop Loss
United Capital,2026-03-03,2026-04-02,18.35,18.15,17.7995,20.185,-1.09,-4.13,-4129.66,30,Time Stop
Dangote Sugar,2026-03-06,2026-03-31,69.4,67.318,67.318,76.34,-3.0,-6.01,-6007.75,25,Stop Loss
Cutix,2026-03-10,2026-03-11,3.3,3.201,3.201,3.63,-3.0,-6.01,-6007.75,1,Stop Loss
Nigerian Breweries,2026-03-24,2026-04-23,70.0,73.0,67.9,77.0,4.29,1.16,1155.93,30,Time Stop
MTN Nigeria,2026-03-25,2026-04-17,701.1,771.21,680.067,771.21,10.0,6.77,6774.5,23,Profit Target
Nigerian Breweries,2026-03-25,2026-04-24,70.0,74.65,67.9,77.0,6.64,3.47,3473.59,30,Time Stop
Secure Electronic Tech,2026-03-31,2026-04-01,1.17,1.1349,1.1349,1.287,-3.0,-6.01,-6007.75,1,Stop Loss
Secure Electronic Tech,2026-04-01,2026-04-02,1.1,1.067,1.067,1.21,-3.0,-6.01,-6007.75,1,Stop Loss
Secure Electronic Tech,2026-04-02,2026-04-09,1.02,0.9894,0.9894,1.122,-3.0,-6.01,-6007.75,7,Stop Loss
Secure Electronic Tech,2026-04-06,2026-04-09,1.02,0.9894,0.9894,1.122,-3.0,-6.01,-6007.75,3,Stop Loss
Secure Electronic Tech,2026-04-07,2026-04-09,1.02,0.9894,0.9894,1.122,-3.0,-6.01,-6007.75,2,Stop Loss
Chams,2026-04-08,2026-04-09,3.38,3.2786,3.2786,3.718,-3.0,-6.01,-6007.75,1,Stop Loss
Secure Electronic Tech,2026-04-08,2026-04-09,1.0,0.97,0.97,1.1,-3.0,-6.01,-6007.75,1,Stop Loss
Chams,2026-04-09,2026-04-13,3.06,3.366,2.9682,3.366,10.0,6.77,6774.5,4,Profit Target
Initiates,2026-04-09,2026-04-22,18.7,20.57,18.139,20.57,10.0,6.77,6774.5,13,Profit Target
International Breweries,2026-04-09,2026-04-13,12.5,13.75,12.125,13.75,10.0,6.77,6774.5,4,Profit Target
Daarcomm,2026-04-09,2026-04-10,1.55,1.5035,1.5035,1.705,-3.0,-6.01,-6007.75,1,Stop Loss
Chams,2026-04-10,2026-04-13,3.05,3.355,2.9585,3.355,10.0,6.77,6774.5,3,Profit Target
United Capital,2026-04-13,2026-04-29,16.2,17.82,15.714,17.82,10.0,6.77,6774.5,16,Profit Target
Tantalizers,2026-04-16,2026-04-20,3.9,3.783,3.783,4.29,-3.0,-6.01,-6007.75,4,Stop Loss
Coronation Insurance,2026-04-20,2026-05-04,2.5,2.425,2.425,2.75,-3.0,-6.01,-6007.75,14,Stop Loss
Coronation Insurance,2026-04-21,2026-04-23,2.67,2.5899,2.5899,2.937,-3.0,-6.01,-6007.75,2,Stop Loss
Ikeja,2026-04-21,2026-04-29,33.0,36.3,32.01,36.3,10.0,6.77,6774.5,8,Profit Target
Mutual Benefits Assurance,2026-04-21,2026-05-20,3.99,4.18,3.8703,4.389,4.76,1.62,1624.14,29,Time Stop
International Breweries,2026-04-29,2026-06-01,12.2,12.65,11.834,13.42,3.69,0.57,568.74,33,Time Stop
First HoldCo,2026-04-30,2026-05-04,65.0,63.05,63.05,71.5,-3.0,-6.01,-6007.75,4,Stop Loss
UBA,2026-04-30,2026-05-05,44.0,42.68,42.68,48.4,-3.0,-6.01,-6007.75,5,Stop Loss
UBA,2026-05-04,2026-05-06,42.75,41.4675,41.4675,47.025,-3.0,-6.01,-6007.75,2,Stop Loss
Neimeth,2026-05-05,2026-05-07,8.1,8.91,7.857,8.91,10.0,6.77,6774.5,2,Profit Target
Daarcomm,2026-05-06,2026-05-12,1.5,1.65,1.455,1.65,10.0,6.77,6774.5,6,Profit Target
Chams,2026-05-06,2026-05-11,3.0,3.3,2.91,3.3,10.0,6.77,6774.5,5,Profit Target
MTN Nigeria,2026-05-12,2026-06-03,819.7,795.109,795.109,901.67,-3.0,-6.01,-6007.75,22,Stop Loss
Initiates,2026-05-19,2026-05-20,30.3,33.33,29.391,33.33,10.0,6.77,6774.5,1,Profit Target
Neimeth,2026-05-28,2026-06-09,10.35,10.0395,10.0395,11.385,-3.0,-6.01,-6007.75,12,Stop Loss
Neimeth,2026-05-29,2026-06-09,10.35,10.0395,10.0395,11.385,-3.0,-6.01,-6007.75,11,Stop Loss
Initiates,2026-06-01,2026-06-02,31.15,30.2155,30.2155,34.265,-3.0,-6.01,-6007.75,1,Stop Loss
Dangote Sugar,2026-06-01,2026-06-15,71.15,78.265,69.0155,78.265,10.0,6.77,6774.5,14,Profit Target
Initiates,2026-06-02,2026-06-03,31.2,30.264,30.264,34.32,-3.0,-6.01,-6007.75,1,Stop Loss
Wema Bank,2026-06-03,2026-06-23,30.0,29.1,29.1,33.0,-3.0,-6.01,-6007.75,20,Stop Loss
Abctrans,2026-06-03,2026-06-04,6.88,6.6736,6.6736,7.568,-3.0,-6.01,-6007.75,1,Stop Loss
Neimeth,2026-06-16,2026-06-17,7.7,8.47,7.469,8.47,10.0,6.77,6774.5,1,Profit Target
Daarcomm,2026-06-29,2026-06-30,1.53,1.4841,1.4841,1.683,-3.0,-6.01,-6007.75,1,Stop Loss
Coronation Insurance,2026-06-30,2026-07-03,2.15,2.365,2.0855,2.365,10.0,6.77,6774.5,3,Profit Target
Wema Bank,2026-06-30,2026-07-03,25.0,27.0,24.25,27.5,8.0,4.81,4808.0,3,End of Data
Dangote Sugar,2026-06-30,2026-07-03,64.65,70.0,62.7105,71.115,8.28,5.08,5078.72,3,End of Data
Aradel Holdings,2026-07-01,2026-07-02,1417.5,1374.975,1374.975,1559.25,-3.0,-6.01,-6007.75,1,Stop Loss
MTN Nigeria,2026-07-01,2026-07-03,720.0,750.0,698.4,792.0,4.17,1.04,1038.88,2,End of Data
Daarcomm,2026-07-02,2026-07-03,1.37,1.507,1.3289,1.507,10.0,6.77,6774.5,1,Profit Target
Zenith Bank,2026-07-03,2026-07-03,101.95,106.75,98.8915,112.145,4.71,1.57,1571.33,0,End of Data
